"county","votes","type","name","race"
"Bacon","1223","Advance in Person","YES","Statewide Referendum A <br>Provides for a homestead exemption for residents of certain municipal corporations."
"Baker","242","Advance in Person","YES","Statewide Referendum A <br>Provides for a homestead exemption for residents of certain municipal corporations."
"Baldwin","3908","Advance in Person","YES","Statewide Referendum A <br>Provides for a homestead exemption for residents of certain municipal corporations."
"Banks","1308","Advance in Person","YES","Statewide Referendum A <br>Provides for a homestead exemption for residents of certain municipal corporations."
"Barrow","6345","Advance in Person","YES","Statewide Referendum A <br>Provides for a homestead exemption for residents of certain municipal corporations."
"Bartow","7856","Advance in Person","YES","Statewide Referendum A <br>Provides for a homestead exemption for residents of certain municipal corporations."
"Ben Hill","1722","Advance in Person","YES","Statewide Referendum A <br>Provides for a homestead exemption for residents of certain municipal corporations."
"Berrien","1434","Advance in Person","YES","Statewide Referendum A <br>Provides for a homestead exemption for residents of certain municipal corporations."
"Bibb","13759","Advance in Person","YES","Statewide Referendum A <br>Provides for a homestead exemption for residents of certain municipal corporations."
"Bleckley","1500","Advance in Person","YES","Statewide Referendum A <br>Provides for a homestead exemption for residents of certain municipal corporations."
"Brantley","1119","Advance in Person","YES","Statewide Referendum A <br>Provides for a homestead exemption for residents of certain municipal corporations."
"Brooks","1105","Advance in Person","YES","Statewide Referendum A <br>Provides for a homestead exemption for residents of certain municipal corporations."
"Bryan","4643","Advance in Person","YES","Statewide Referendum A <br>Provides for a homestead exemption for residents of certain municipal corporations."
"Bulloch","5556","Advance in Person","YES","Statewide Referendum A <br>Provides for a homestead exemption for residents of certain municipal corporations."
"Burke","1613","Advance in Person","YES","Statewide Referendum A <br>Provides for a homestead exemption for residents of certain municipal corporations."
"Butts","3061","Advance in Person","YES","Statewide Referendum A <br>Provides for a homestead exemption for residents of certain municipal corporations."
"Calhoun","313","Advance in Person","YES","Statewide Referendum A <br>Provides for a homestead exemption for residents of certain municipal corporations."
"Camden","3901","Advance in Person","YES","Statewide Referendum A <br>Provides for a homestead exemption for residents of certain municipal corporations."
"Candler","1096","Advance in Person","YES","Statewide Referendum A <br>Provides for a homestead exemption for residents of certain municipal corporations."
"Carroll","9711","Advance in Person","YES","Statewide Referendum A <br>Provides for a homestead exemption for residents of certain municipal corporations."
"Catoosa","7046","Advance in Person","YES","Statewide Referendum A <br>Provides for a homestead exemption for residents of certain municipal corporations."
"Charlton","632","Advance in Person","YES","Statewide Referendum A <br>Provides for a homestead exemption for residents of certain municipal corporations."
"Chatham","18734","Advance in Person","YES","Statewide Referendum A <br>Provides for a homestead exemption for residents of certain municipal corporations."
"Chattahoochee","254","Advance in Person","YES","Statewide Referendum A <br>Provides for a homestead exemption for residents of certain municipal corporations."
"Chattooga","1727","Advance in Person","YES","Statewide Referendum A <br>Provides for a homestead exemption for residents of certain municipal corporations."
"Cherokee","23822","Advance in Person","YES","Statewide Referendum A <br>Provides for a homestead exemption for residents of certain municipal corporations."
"Clarke","10556","Advance in Person","YES","Statewide Referendum A <br>Provides for a homestead exemption for residents of certain municipal corporations."
"Clay","293","Advance in Person","YES","Statewide Referendum A <br>Provides for a homestead exemption for residents of certain municipal corporations."
"Clayton","28881","Advance in Person","YES","Statewide Referendum A <br>Provides for a homestead exemption for residents of certain municipal corporations."
"Clinch","555","Advance in Person","YES","Statewide Referendum A <br>Provides for a homestead exemption for residents of certain municipal corporations."
"Cobb","57906","Advance in Person","YES","Statewide Referendum A <br>Provides for a homestead exemption for residents of certain municipal corporations."
"Coffee","3693","Advance in Person","YES","Statewide Referendum A <br>Provides for a homestead exemption for residents of certain municipal corporations."
"Colquitt","3055","Advance in Person","YES","Statewide Referendum A <br>Provides for a homestead exemption for residents of certain municipal corporations."
"Columbia","15033","Advance in Person","YES","Statewide Referendum A <br>Provides for a homestead exemption for residents of certain municipal corporations."
"Cook","1462","Advance in Person","YES","Statewide Referendum A <br>Provides for a homestead exemption for residents of certain municipal corporations."
"Coweta","13220","Advance in Person","YES","Statewide Referendum A <br>Provides for a homestead exemption for residents of certain municipal corporations."
"Crawford","1218","Advance in Person","YES","Statewide Referendum A <br>Provides for a homestead exemption for residents of certain municipal corporations."
"Crisp","2129","Advance in Person","YES","Statewide Referendum A <br>Provides for a homestead exemption for residents of certain municipal corporations."
"Dade","1210","Advance in Person","YES","Statewide Referendum A <br>Provides for a homestead exemption for residents of certain municipal corporations."
"Dawson","3217","Advance in Person","YES","Statewide Referendum A <br>Provides for a homestead exemption for residents of certain municipal corporations."
"Decatur","2008","Advance in Person","YES","Statewide Referendum A <br>Provides for a homestead exemption for residents of certain municipal corporations."
"DeKalb","91543","Advance in Person","YES","Statewide Referendum A <br>Provides for a homestead exemption for residents of certain municipal corporations."
"Dodge","1741","Advance in Person","YES","Statewide Referendum A <br>Provides for a homestead exemption for residents of certain municipal corporations."
"Dooly","917","Advance in Person","YES","Statewide Referendum A <br>Provides for a homestead exemption for residents of certain municipal corporations."
"Dougherty","6666","Advance in Person","YES","Statewide Referendum A <br>Provides for a homestead exemption for residents of certain municipal corporations."
